PARENTS	HPO_ID	ET	JT	DEF	FLAG
	HP:0011740	Glucocortocoid-insensitive primary hyperaldosteronism	グルココルチコイド不能性原発性高アルドステロン症	A form of primary hyperaldosteronism in which the overproduction of aldosterone cannot be suppressed by the administration of dexamethasone or similar glucocorticoids.	1
	HP:0100488	Synostosis of the proximal phalanx of the hallux with the 1st metatarsal	母趾基節骨-第1中足骨癒合症		0
	HP:0001886	Foot osteomyelitis	感覚ニューロパチーによる遠位の骨髄炎又は壊死(足)	An infection of bone of the foot.	1
	HP:0003587	Insidious onset	潜行性|開始OR発生ORオンセットOR発症OR発病OR作用発現	Gradual, very slow onset of disease manifestations.	1
	HP:0004184	obsolete Cone-shaped epiphysis of terminal phalanx of the middle finger	陳旧性|骨端OR骨頭|末端OR末端側ORターミナルOR終端OR終末OR末期|指骨OR指節骨|中指ORなか指		0
	HP:0007984	Reduced amplitude of dark-adapted bright flash electroretinogram b-wave	b-波振幅減少(ERG)	A dark-adapted bright flash electroretinogram in which the b-wave that is of markedly lower amplitude than the associated a-wave (source: Holder GE., Inherited Chorioretinal Dystrophies: A Textbook and Atlas; 2014; p.17; ISBN 978-3-540-69466-3).	0
	HP:0011529	Multiple bilateral congenital hypertrophy of retinal pigment epithelium	網膜色素上皮の多発性両側性先天性肥大	Sharply demarcated hyperpigmentation which is congenital.	0
	HP:0011549	Univentricular heart with absent left sided atrioventricular connection	左側房室結合欠損を伴う単心室心		0
	HP:0011597	Right aortic arch with left descending aorta and left ductus arteriosus	左下行大動脈と左動脈管を伴う右大動脈弓		0
	HP:0012264	Absent central microtubular pair morphology of respiratory motile cilia	運動性繊毛の中央微小管ペア形態の異常	Absence of the two central microtubules of motile cilia with a 9+2 microtubuluar configuration.	0
	HP:0012348	Decreased galactosylation of N-linked protein glycosylation	N-連結タンパクグリコシル化のガラクトシル化の減少	A reduction in the amount of galactose residues of N-glycans.	1
	HP:0012830	Position	位置OR立場OR状態OR地位ORポジションOR体位OR配置OR置く	The anatomical localization of the specified phenotypic abnormality.	1
	HP:0001226	Acral ulceration and osteomyelitis leading to autoamputation of digits	指の自己切断となる肢端潰瘍および骨髄炎		0
	HP:0003248	Gonadal tissue inappropriate for external genitalia or chromosomal sex	外性器または染色体の性に一致しない性腺組織		0
	HP:0004157	obsolete Accessory middle-finger phalanges	陳旧性|付属ORアクセサリーOR副OR付属物|指骨OR指節骨		1
	HP:0004230	Subluxation of the proximal interphalangeal joint of the little finger	第5指近位指間(PIP)関節亜脱臼	A partial dislocation of the proximal interphalangeal joint of the little finger.	0
	HP:0007690	Map-dot-fingerprint corneal dystrophy	角膜上皮基底膜ジストロフィー（map-dot-fingerprint型）		1
	HP:0009153	Abnormality of the epiphysis of the proximal phalanx of the 5th finger	第5指基節骨骨端の異常	Abnormality of the epiphysis of the proximal phalanx of the fifth finger. This epiphysis is located on the proximal end of the phalanx.	0
	HP:0009166	Fragmentation of the epiphysis of the distal phalanx of the 5th finger	第5指末節骨骨端の断片化	Fragmented appearance of the epiphysis of the distal phalanx of the 5th finger.	0
	HP:0009207	Fragmentation of the epiphysis of the middle phalanx of the 5th finger	第5指中節骨骨端の断片化	Fragmented appearance of the epiphysis of the middle phalanx of the 5th finger.	0
	HP:0009218	Fragmentation of the epiphysis of the middle phalanx of the 4th finger	第4指中節骨骨端の断片化	Fragmented appearance of the epiphysis of the middle phalanx of the 4th finger.	0
	HP:0009248	Abnormality of the epiphysis of the proximal phalanx of the 4th finger	第4指基節骨骨端の異常		0
	HP:0009254	Fragmentation of the epiphysis of the distal phalanx of the 4th finger	第4指末節骨骨端の断片化	Fragmented appearance of the epiphysis of the distal phalanx of the 4th finger.	0
	HP:0009325	Fragmentation of the epiphysis of the middle phalanx of the 3rd finger	第3指中節骨骨端の断片化	Fragmented appearance of the epiphysis of the middle phalanx of the 3rd finger.	0
	HP:0009333	Abnormality of the epiphysis of the proximal phalanx of the 3rd finger	第3指基節骨骨端の異常		0
	HP:0009339	Fragmentation of the epiphysis of the distal phalanx of the 3rd finger	第3指末節骨骨端の断片化	Fragmented appearance of the epiphysis of the distal phalanx of the 3rd finger.	0
	HP:0009501	Abnormality of the epiphysis of the proximal phalanx of the 2nd finger	第2指基節骨骨端の異常		0
	HP:0009506	Fragmentation of the epiphysis of the distal phalanx of the 2nd finger	第2指末節骨骨端の断片化	Fragmented appearance of the epiphysis of the distal phalanx of the 2nd finger.	0
	HP:0009517	Fragmentation of the epiphysis of the middle phalanx of the 2nd finger	第2指中節骨骨端の断片化		0
	HP:0002872	Apneic episodes precipitated by illness, fatigue, stress	疾病，疲労，ストレスに誘発され無呼吸エピソード	Recurrent episodes of apnea that are precipitated by factors such as illness, fatigue, or stress.	1
	HP:0003529	Parathormone-independent increased renal tubular calcium reabsorption	パラソルモン非依存性腎尿細管カルシウム再吸収増加	An increase in the reabsorption of calcium by the renal tubulus that is not associated with increased parathormone levels.	0
	HP:0003853	Sclerosis with transverse striations in metaphyses of the upper limbs	上肢骨幹端の横断性線状を伴う硬化症		0
	HP:0011184	EEG with hyperventilation-induced generalized epileptiform discharges	過呼吸誘発性全般性てんかん性放電を伴う脳波	Generalized epileptiform discharges induced by hyperventilation (overbreathing) in cerebral electrical activity recorded along the scalp by electroencephalography (EEG).	0
	HP:0011186	Focal epileptiform discharges with limited propagation to contralateral hemisphere	対側半球へ拡大が制限された焦点性てんかん型放電	Focal epileptiform discharges with spreading to contralateral hemisphere but without secondary generalization.	1
	HP:0011542	Criss-cross atrioventricular valves with superior-inferior ventricles	上下配列心室を伴う房室弁交叉	Criss-cross atrioventricular valves with a rare cardiac malformation characterized by the two ventricles lying one above the other instead of side by side.	0
	HP:0011558	Double inlet to single ventricle with common atrioventricular orifice	共通房室口を伴う単心室への二重流入口		0
	HP:0011739	Dexamethasone-suppresible primary hyperaldosteronism	デキサメサゾン抑制可能原発性高アルドステロン症	A form of primary hyperaldosteronism in which the overproduction of aldosterone can be suppressed by the administration of dexamethasone.	1
	HP:0100126	Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe	第2趾基節骨骨端の断片化		0
	HP:0100161	Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe	第3趾基節骨骨端の断片化		0
	HP:0100195	Fragmentation of the epiphysis of the proximal phalanx of the 4th toe	第4趾基節骨骨端の断片化		0
	HP:0100228	Fragmentation of the epiphysis of the proximal phalanx of the 5th toe	第5趾基節骨骨端の断片化		0
	HP:0003596	Middle age onset	中年|開始OR発生ORオンセットOR発症OR発病OR作用発現	A type of adult onset with onset of symptoms at the age of 40 to 60 years.	1
	HP:0004138	obsolete Metaphyseal abnormality of middle phalanx of the 2nd finger	陳旧性|骨幹端|異常OR異常性OR奇形|中節骨|手指OR指ORフィンガー		0
	HP:0004224	Abnormality of the epiphysis of the middle phalanx of the 5th finger	第5指中節骨骨端の異常	Abnormality of the epiphysis of the middle phalanx of the fifth finger. This epiphysis is located on the proximal end of the phalanx.	0
	HP:0009198	Abnormality of the epiphysis of the distal phalanx of the 5th finger	第5指末節骨骨端の異常	Abnormality of the epiphysis of the distal phalanx of the fifth finger. This epiphysis is located on the proximal end of the phalanx.	0
	HP:0009201	Stippling of the epiphysis of the proximal phalanx of the 5th finger	第5指基節骨骨端の点状石灰化	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the proximal phalanx of the 5th finger.	0
	HP:0009247	Abnormality of the epiphysis of the middle phalanx of the 4th finger	第4指中節骨骨端の異常		0
	HP:0009249	Abnormality of the epiphysis of the distal phalanx of the 4th finger	第4指末節骨骨端の異常		0
	HP:0009270	Stippling of the epiphysis of the proximal phalanx of the 4th finger	第4指基節骨骨端の点状石灰化	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the proximal phalanx of the 4th finger.	0
	HP:0009332	Abnormality of the epiphysis of the distal phalanx of the 3rd finger	第3指末節骨骨端の異常		0
	HP:0009334	Abnormality of the epiphysis of the middle phalanx of the 3rd finger	第3指中節骨骨端の異常		0
	HP:0009355	Stippling of the epiphysis of the proximal phalanx of the 3rd finger	第3指基節骨骨端の点状石灰化	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the proximal phalanx of the 3rd finger.	0
	HP:0009499	Abnormality of the epiphysis of the distal phalanx of the 2nd finger	第2指末節骨骨端の異常		0
	HP:0009500	Abnormality of the epiphysis of the middle phalanx of the 2nd finger	第2指中節骨骨端の異常		0
	HP:0009533	Stippling of the epiphysis of the proximal phalanx of the 2nd finger	第2指基節骨骨端の点状石灰化		0
	HP:0010131	Fragmentation of the epiphysis of the proximal phalanx of the hallux	母趾基節骨骨端の断片化		0
	HP:0010272	Fragmentation of the epiphyses of the proximal phalanges of the hand	手の基節骨骨端の断片化		0
	HP:0011591	Left aortic arch with cervical origin of the right subclavian artery	右鎖骨下動脈の頸部起始を伴う左側大動脈弓		0
	HP:0011737	Corticotropin-releasing hormone deficient adrenal insufficiency	コルチコトロピン遊離ホルモン(CRH)欠乏性副腎不全	Adrenal insufficiency secondary to a defect in corticotropin-releasing hormone production.	1
	HP:0012353	Decreased fucosylation of N-linked protein glycosylation	N-連結タンパクのグリコシル化のフコシル化の減少	Decreased addition of fucose sugar units to N-linked glycans.	1
	HP:0012356	Decreased mannosylation of N-linked protein glycosylation	N-連結タンパクグリコシル化のマンノシル化の減少	Reduced addition of mannose to N-linked glycans.	1
